minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:panda_spawn_egg                         | [item] "Panda Spawn Egg"
minecraft:paper                                   | [item] "Paper"
minecraft:parrot_spawn_egg                        | [item] "Parrot Spawn Egg"
minecraft:phantom_membrane                        | [item] "Phantom Membrane"
minecraft:phantom_spawn_egg                       | [item] "Phantom Spawn Egg"
minecraft:pig_spawn_egg                           | [item] "Pig Spawn Egg"
minecraft:piglin_banner_pattern                   | [item] "Banner Pattern"
minecraft:piglin_brute_spawn_egg                  | [item] "Piglin Brute Spawn Egg"
minecraft:piglin_spawn_egg                        | [item] "Piglin Spawn Egg"
minecraft:pillager_spawn_egg                      | [item] "Pillager Spawn Egg"
minecraft:pink_bundle                             | [item] "Pink Bundle"
minecraft:pink_dye                                | [item] "Pink Dye"
minecraft:pitcher_plant                           | [item] "Pitcher Plant"
minecraft:pitcher_pod                             | [item] "Pitcher Pod"
minecraft:plenty_pottery_shard                    | [item] "Plenty Pottery Shard"
minecraft:plenty_pottery_sherd                    | [item] "Plenty Pottery Sherd"
minecraft:poisonous_potato                        | [item] "Poisonous Potato"
minecraft:polar_bear_spawn_egg                    | [item] "Polar Bear Spawn Egg"
minecraft:popped_chorus_fruit                     | [item] "Popped Chorus Fruit"
minecraft:porkchop                                | [item] "Raw Porkchop"
minecraft:potato                                  | [item] "Potato"
minecraft:potion                                  | [item] "Potion"
minecraft:pottery_shard_archer                    | [item] "Archer Pottery Shard"
minecraft:pottery_shard_arms_up                   | [item] "Arms Up Pottery Shard"
minecraft:pottery_shard_prize                     | [item] "Prize Pottery Shard"
minecraft:pottery_shard_skull                     | [item] "Skull Pottery Shard"
minecraft:powder_snow_bucket                      | [item] "Powder Snow Bucket"
minecraft:prismarine_crystals                     | [item] "Prismarine Crystals"
minecraft:prismarine_shard                        | [item] "Prismarine Shard"
minecraft:prize_pottery_shard                     | [item] "Prize Pottery Shard"
minecraft:prize_pottery_sherd                     | [item] "Prize Pottery Sherd"
minecraft:pufferfish                              | [item] "Pufferfish"
minecraft:pufferfish_bucket                       | [item] "Bucket of Pufferfish"
minecraft:pufferfish_spawn_egg                    | [item] "Pufferfish Spawn Egg"
minecraft:pumpkin_pie                             | [item] "Pumpkin Pie"
minecraft:pumpkin_seeds                           | [item] "Pumpkin Seeds"
minecraft:purple_bundle                           | [item] "Purple Bundle"
minecraft:purple_dye                              | [item] "Purple Dye"
minecraft:quartz                                  | [item] "Nether Quartz"
minecraft:rabbit                                  | [item] "Raw Rabbit"
minecraft:rabbit_foot                             | [item] "Rabbit's Foot"
minecraft:rabbit_hide                             | [item] "Rabbit Hide"
minecraft:rabbit_spawn_egg                        | [item] "Rabbit Spawn Egg"
minecraft:rabbit_stew                             | [item] "Rabbit Stew"
minecraft:raiser_armor_trim_smithing_template     | [item] "Smithing Template"
minecraft:ravager_spawn_egg                       | [item] "Ravager Spawn Egg"
minecraft:raw_copper                              | [item] "Raw Copper"
minecraft:raw_gold                                | [item] "Raw Gold"
minecraft:raw_iron                                | [item] "Raw Iron"
minecraft:recovery_compass                        | [item] "Recovery Compass"
minecraft:red_bundle                              | [item] "Red Bundle"
minecraft:red_dye                                 | [item] "Red Dye"
minecraft:redstone                                | [item] "Redstone Dust"
minecraft:resin_brick                             | [item] "Resin Brick"
minecraft:resin_clump                             | [item] "Resin Clump"
minecraft:rib_armor_trim_smithing_template        | [item] "Smithing Template"
minecraft:rotten_flesh                            | [item] "Rotten Flesh"
minecraft:saddle                                  | [item] "Saddle"
minecraft:salmon                                  | [item] "Raw Salmon"
minecraft:salmon_bucket                           | [item] "Bucket of Salmon"
minecraft:salmon_spawn_egg                        | [item] "Salmon Spawn Egg"
minecraft:scrape_pottery_sherd                    | [item] "Scrape Pottery Sherd"
minecraft:scute                                   | [item] "Scute"
minecraft:sentry_armor_trim_smithing_template     | [item] "Smithing Template"
minecraft:shaper_armor_trim_smithing_template     | [item] "Smithing Template"
minecraft:sheaf_pottery_shard                     | [item] "Sheaf Pottery Shard"
minecraft:sheaf_pottery_sherd                     | [item] "Sheaf Pottery Sherd"
minecraft:shears                                  | [item] "Shears"
minecraft:sheep_spawn_egg                         | [item] "Sheep Spawn Egg"
minecraft:shelter_pottery_shard                   | [item] "Shelter Pottery Shard"
minecraft:shelter_pottery_sherd                   | [item] "Shelter Pottery Sherd"
minecraft:shield                                  | [item] "Shield"
minecraft:shulker_shell                           | [item] "Shulker Shell"
minecraft:shulker_spawn_egg                       | [item] "Shulker Spawn Egg"
minecraft:sign                                    | [item] "Sign"
minecraft:silence_armor_trim_smithing_template    | [item] "Smithing Template"
minecraft:silverfish_spawn_egg                    | [item] "Silverfish Spawn Egg"
minecraft:skeleton_horse_spawn_egg                | [item] "Skeleton Horse Spawn Egg"
minecraft:skeleton_spawn_egg                      | [item] "Skeleton Spawn Egg"
minecraft:skull_banner_pattern                    | [item] "Banner Pattern"
minecraft:skull_pottery_shard                     | [item] "Skull Pottery Shard"
minecraft:skull_pottery_sherd                     | [item] "Skull Pottery Sherd"
minecraft:slime_ball                              | [item] "Slimeball"
minecraft:slime_spawn_egg                         | [item] "Slime Spawn Egg"
minecraft:smithing_template                       | [item] "Smithing Template"
minecraft:sniffer_spawn_egg                       | [item] "Sniffer Spawn Egg"
minecraft:snort_pottery_shard                     | [item] "Snort Pottery Shard"
minecraft:snort_pottery_sherd                     | [item] "Snort Pottery Sherd"
minecraft:snout_armor_trim_smithing_template      | [item] "Smithing Template"
minecraft:snow_golem_spawn_egg                    | [item] "Snow Golem Spawn Egg"
minecraft:snowball                                | [item] "Snowball"
minecraft:spectral_arrow                          | [item] "Spectral Arrow"
minecraft:spider_eye                              | [item] "Spider Eye"
minecraft:spider_spawn_egg                        | [item] "Spider Spawn Egg"
minecraft:spire_armor_trim_smithing_template      | [item] "Smithing Template"
minecraft:splash_potion                           | [item] "Splash Potion"
minecraft:spruce_boat                             | [item] "Spruce Boat"
minecraft:spruce_chest_boat                       | [item] "Spruce Boat with Chest"
minecraft:spyglass                                | [item] "Spyglass"
minecraft:squid_spawn_egg                         | [item] "Squid Spawn Egg"
minecraft:stick                                   | [item] "Stick"
minecraft:stone_axe                               | [item] "Stone Axe"
minecraft:stone_hoe                               | [item] "Stone Hoe"
minecraft:stone_pickaxe                           | [item] "Stone Pickaxe"
minecraft:stone_shovel                            | [item] "Stone Shovel"
minecraft:stone_sword                             | [item] "Stone Sword"
minecraft:stray_spawn_egg                         | [item] "Stray Spawn Egg"
minecraft:strider_spawn_egg                       | [item] "Strider Spawn Egg"
minecraft:string                                  | [item] "String"
minecraft:sugar                                   | [item] "Sugar"
minecraft:suspicious_stew                         | [item] "Suspicious Stew"
minecraft:sweet_berries                           | [item] "Sweet Berries"
minecraft:tadpole_bucket                          | [item] "Bucket of Tadpole"
minecraft:tadpole_spawn_egg                       | [item] "Tadpole Spawn Egg"
minecraft:tide_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:tipped_arrow                            | [item] "Tipped Arrow"
minecraft:tnt_minecart                            | [item] "Minecart with TNT"
minecraft:torchflower_seeds                       | [item] "Torchflower Seeds"
minecraft:totem_of_undying                        | [item] "Totem of Undying"
minecraft:trader_llama_spawn_egg                  | [item] "Trader Llama Spawn Egg"
minecraft:trial_key                               | [item] "Trial Key"
minecraft:trident                                 | [item] "Trident"
minecraft:tropical_fish                           | [item] "Tropical Fish"
minecraft:tropical_fish_bucket                    | [item] "Bucket of Tropical Fish"
minecraft:tropical_fish_spawn_egg                 | [item] "Tropical Fish Spawn Egg"
minecraft:turtle_helmet                           | [item] "Turtle Shell"
minecraft:turtle_scute                            | [item] "Turtle Scute"
minecraft:turtle_spawn_egg                        | [item] "Turtle Spawn Egg"
minecraft:vex_armor_trim_smithing_template        | [item] "Smithing Template"
minecraft:vex_spawn_egg                           | [item] "Vex Spawn Egg"
minecraft:villager_spawn_egg                      | [item] "Villager Spawn Egg"
minecraft:vindicator_spawn_egg                    | [item] "Vindicator Spawn Egg"
minecraft:wandering_trader_spawn_egg              | [item] "Wandering Trader Spawn Egg"
minecraft:ward_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:warden_spawn_egg                        | [item] "Warden Spawn Egg"
minecraft:warped_fungus_on_a_stick                | [item] "Warped Fungus on a Stick"
minecraft:water_bucket                            | [item] "Water Bucket"
minecraft:wayfinder_armor_trim_smithing_template  | [item] "Smithing Template"
minecraft:wheat                                   | [item] "Wheat"
minecraft:wheat_seeds                             | [item] "Wheat Seeds"
minecraft:white_bundle                            | [item] "White Bundle"
minecraft:white_dye                               | [item] "White Dye"
minecraft:wild_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:wind_charge                             | [item] "Wind Charge"
minecraft:witch_spawn_egg                         | [item] "Witch Spawn Egg"
minecraft:wither_skeleton_spawn_egg               | [item] "Wither Skeleton Spawn Egg"
minecraft:wither_spawn_egg                        | [item] "Wither Spawn Egg"
minecraft:wolf_armor                              | [item] "Wolf Armor"
minecraft:wolf_spawn_egg                          | [item] "Wolf Spawn Egg"
minecraft:wooden_axe                              | [item] "Wooden Axe"
minecraft:wooden_hoe                              | [item] "Wooden Hoe"
minecraft:wooden_pickaxe                          | [item] "Wooden Pickaxe"
minecraft:wooden_shovel                           | [item] "Wooden Shovel"
minecraft:wooden_sword                            | [item] "Wooden Sword"
minecraft:writable_book                           | [item] "Book and Quill"
minecraft:written_book                            | [item] "Written Book"
minecraft:yellow_bundle                           | [item] "Yellow Bundle"
minecraft:yellow_dye                              | [item] "Yellow Dye"
minecraft:zoglin_spawn_egg                        | [item] "Zoglin Spawn Egg"
minecraft:zombie_horse_spawn_egg                  | [item] "Zombie Horse Spawn Egg"
minecraft:zombie_spawn_egg                        | [item] "Zombie Spawn Egg"
minecraft:zombie_villager_spawn_egg               | [item] "Zombie Villager Spawn Egg"
minecraft:zombified_piglin_spawn_egg              | [item] "Zombified Piglin Spawn Egg"
