minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:cooked_rabbit                           | [item] "Cooked Rabbit"
minecraft:cooked_salmon                           | [item] "Cooked Salmon"
minecraft:cookie                                  | [item] "Cookie"
minecraft:copper_ingot                            | [item] "Copper Ingot"
minecraft:cow_spawn_egg                           | [item] "Cow Spawn Egg"
minecraft:creaking_spawn_egg                      | [item] "Creaking Spawn Egg"
minecraft:creeper_banner_pattern                  | [item] "Banner Pattern"
minecraft:creeper_banner_pattern                  | [item] "Creeper Charge"
minecraft:creeper_banner_pattern                  | [item] "Creeper Charge Banner Pattern"
minecraft:creeper_spawn_egg                       | [item] "Creeper Spawn Egg"
minecraft:crossbow                                | [item] "Crossbow"
minecraft:crossbow                                | [item] "Projectile:"
minecraft:crossbow                                | [item] "Projectile: %s x %s"
minecraft:crossbow                                | [item] "Projectile: %s"
minecraft:cyan_bundle                             | [item] "Cyan Bundle"
minecraft:cyan_dye                                | [item] "Cyan Dye"
minecraft:danger_pottery_shard                    | [item] "Danger Pottery Shard"
minecraft:danger_pottery_sherd                    | [item] "Danger Pottery Sherd"
minecraft:dark_oak_boat                           | [item] "Dark Oak Boat"
minecraft:dark_oak_chest_boat                     | [item] "Dark Oak Boat with Chest"
minecraft:debug_stick                             | [item] "Debug Stick"
minecraft:debug_stick                             | [item] "%s has no properties"
minecraft:debug_stick                             | [item] "selected \"%s\" (%s)"
minecraft:debug_stick                             | [item] "\"%s\" to %s"
minecraft:diamond                                 | [item] "Diamond"
minecraft:diamond_axe                             | [item] "Diamond Axe"
minecraft:diamond_boots                           | [item] "Diamond Boots"
minecraft:diamond_chestplate                      | [item] "Diamond Chestplate"
minecraft:diamond_helmet                          | [item] "Diamond Helmet"
minecraft:diamond_hoe                             | [item] "Diamond Hoe"
minecraft:diamond_horse_armor                     | [item] "Diamond Horse Armor"
minecraft:diamond_leggings                        | [item] "Diamond Leggings"
minecraft:diamond_pickaxe                         | [item] "Diamond Pickaxe"
minecraft:diamond_shovel                          | [item] "Diamond Shovel"
minecraft:diamond_sword                           | [item] "Diamond Sword"
minecraft:disc_fragment_5                         | [item] "Disc Fragment"
minecraft:disc_fragment_5                         | [item] "Music Disc - 5"
minecraft:dolphin_spawn_egg                       | [item] "Dolphin Spawn Egg"
minecraft:donkey_spawn_egg                        | [item] "Donkey Spawn Egg"
minecraft:dragon_breath                           | [item] "Dragon's Breath"
minecraft:dried_kelp                              | [item] "Dried Kelp"
minecraft:drowned_spawn_egg                       | [item] "Drowned Spawn Egg"
minecraft:dune_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:dune_armor_trim_smithing_template       | [item] "Dune Armor Trim"
minecraft:echo_shard                              | [item] "Echo Shard"
minecraft:egg                                     | [item] "Egg"
minecraft:elder_guardian_spawn_egg                | [item] "Elder Guardian Spawn Egg"
minecraft:elytra                                  | [item] "Elytra"
minecraft:emerald                                 | [item] "Emerald"
minecraft:enchanted_book                          | [item] "Enchanted Book"
minecraft:enchanted_golden_apple                  | [item] "Enchanted Golden Apple"
minecraft:end_crystal                             | [item] "End Crystal"
minecraft:ender_dragon_spawn_egg                  | [item] "Ender Dragon Spawn Egg"
minecraft:ender_eye                               | [item] "Eye of Ender"
minecraft:ender_pearl                             | [item] "Ender Pearl"
minecraft:enderman_spawn_egg                      | [item] "Enderman Spawn Egg"
minecraft:endermite_spawn_egg                     | [item] "Endermite Spawn Egg"
minecraft:evoker_spawn_egg                        | [item] "Evoker Spawn Egg"
minecraft:experience_bottle                       | [item] "Bottle o' Enchanting"
minecraft:explorer_pottery_shard                  | [item] "Explorer Pottery Shard"
minecraft:explorer_pottery_sherd                  | [item] "Explorer Pottery Sherd"
minecraft:eye_armor_trim_smithing_template        | [item] "Smithing Template"
minecraft:eye_armor_trim_smithing_template        | [item] "Eye Armor Trim"
minecraft:feather                                 | [item] "Feather"
minecraft:fermented_spider_eye                    | [item] "Fermented Spider Eye"
minecraft:field_masoned_banner_pattern            | [item] "Field Masoned Banner Pattern"
minecraft:filled_map                              | [item] "Map"
minecraft:fire_charge                             | [item] "Fire Charge"
minecraft:firework_rocket                         | [item] "Firework Rocket"
minecraft:firework_rocket                         | [item] "Flight Duration:"
minecraft:firework_rocket                         | [item] "%s x %s"
minecraft:firework_rocket                         | [item] "%s"
minecraft:firework_star                           | [item] "Firework Star"
minecraft:firework_star                           | [item] "Black"
minecraft:firework_star                           | [item] "Blue"
minecraft:firework_star                           | [item] "Brown"
minecraft:firework_star                           | [item] "Custom"
minecraft:firework_star                           | [item] "Cyan"
minecraft:firework_star                           | [item] "Fade to"
minecraft:firework_star                           | [item] "Twinkle"
minecraft:firework_star                           | [item] "Gray"
minecraft:firework_star                           | [item] "Green"
minecraft:firework_star                           | [item] "Light Blue"
minecraft:firework_star                           | [item] "Light Gray"
minecraft:firework_star                           | [item] "Lime"
minecraft:firework_star                           | [item] "Magenta"
minecraft:firework_star                           | [item] "Orange"
minecraft:firework_star                           | [item] "Pink"
minecraft:firework_star                           | [item] "Purple"
minecraft:firework_star                           | [item] "Red"
minecraft:firework_star                           | [item] "Unknown Shape"
minecraft:firework_star                           | [item] "Burst"
minecraft:firework_star                           | [item] "Creeper-shaped"
minecraft:firework_star                           | [item] "Large Ball"
minecraft:firework_star                           | [item] "Small Ball"
minecraft:firework_star                           | [item] "Star-shaped"
minecraft:firework_star                           | [item] "Trail"
minecraft:firework_star                           | [item] "White"
minecraft:firework_star                           | [item] "Yellow"
minecraft:fishing_rod                             | [item] "Fishing Rod"
minecraft:flint                                   | [item] "Flint"
minecraft:flint_and_steel                         | [item] "Flint and Steel"
minecraft:flow_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:flow_armor_trim_smithing_template       | [item] "Flow Armor Trim"
minecraft:flow_banner_pattern                     | [item] "Banner Pattern"
minecraft:flow_banner_pattern                     | [item] "Flow"
minecraft:flow_banner_pattern                     | [item] "Flow Banner Pattern"
minecraft:flow_pottery_sherd                      | [item] "Flow Pottery Sherd"
minecraft:flower_banner_pattern                   | [item] "Banner Pattern"
minecraft:flower_banner_pattern                   | [item] "Flower Charge"
minecraft:flower_banner_pattern                   | [item] "Flower Charge Banner Pattern"
minecraft:flower_pot                              | [item] "Flower Pot"
minecraft:fox_spawn_egg                           | [item] "Fox Spawn Egg"
minecraft:friend_pottery_shard                    | [item] "Friend Pottery Shard"
minecraft:friend_pottery_sherd                    | [item] "Friend Pottery Sherd"
minecraft:frog_spawn_egg                          | [item] "Frog Spawn Egg"
minecraft:furnace_minecart                        | [item] "Minecart with Furnace"
minecraft:ghast_spawn_egg                         | [item] "Ghast Spawn Egg"
minecraft:ghast_tear                              | [item] "Ghast Tear"
minecraft:glass_bottle                            | [item] "Glass Bottle"
minecraft:glistering_melon_slice                  | [item] "Glistering Melon Slice"
minecraft:globe_banner_pattern                    | [item] "Banner Pattern"
minecraft:globe_banner_pattern                    | [item] "Globe"
minecraft:globe_banner_pattern                    | [item] "Globe Banner Pattern"
minecraft:glow_berries                            | [item] "Glow Berries"
minecraft:glow_ink_sac                            | [item] "Glow Ink Sac"
minecraft:glow_item_frame                         | [item] "Glow Item Frame"
minecraft:glow_squid_spawn_egg                    | [item] "Glow Squid Spawn Egg"
minecraft:glowstone_dust                          | [item] "Glowstone Dust"
minecraft:goat_horn                               | [item] "Goat Horn"
minecraft:goat_spawn_egg                          | [item] "Goat Spawn Egg"
minecraft:gold_ingot                              | [item] "Gold Ingot"
minecraft:gold_nugget                             | [item] "Gold Nugget"
minecraft:golden_apple                            | [item] "Golden Apple"
minecraft:golden_axe                              | [item] "Golden Axe"
minecraft:golden_boots                            | [item] "Golden Boots"
minecraft:golden_carrot                           | [item] "Golden Carrot"
minecraft:golden_chestplate                       | [item] "Golden Chestplate"
minecraft:golden_helmet                           | [item] "Golden Helmet"
minecraft:golden_hoe                              | [item] "Golden Hoe"
minecraft:golden_horse_armor                      | [item] "Golden Horse Armor"
minecraft:golden_leggings                         | [item] "Golden Leggings"
minecraft:golden_pickaxe                          | [item] "Golden Pickaxe"
minecraft:golden_shovel                           | [item] "Golden Shovel"
minecraft:golden_sword                            | [item] "Golden Sword"
minecraft:gray_bundle                             | [item] "Gray Bundle"
minecraft:gray_dye                                | [item] "Gray Dye"
minecraft:green_bundle                            | [item] "Green Bundle"
minecraft:green_dye                               | [item] "Green Dye"
minecraft:guardian_spawn_egg                      | [item] "Guardian Spawn Egg"
minecraft:gunpowder                               | [item] "Gunpowder"
minecraft:guster_banner_pattern                   | [item] "Banner Pattern"
minecraft:guster_banner_pattern                   | [item] "Guster"
minecraft:guster_banner_pattern                   | [item] "Guster Banner Pattern"
minecraft:guster_pottery_sherd                    | [item] "Guster Pottery Sherd"
minecraft:heart_of_the_sea                        | [item] "Heart of the Sea"
minecraft:heart_pottery_shard                     | [item] "Heart Pottery Shard"
minecraft:heart_pottery_sherd                     | [item] "Heart Pottery Sherd"
minecraft:heartbreak_pottery_shard                | [item] "Heartbreak Pottery Shard"
minecraft:heartbreak_pottery_sherd                | [item] "Heartbreak Pottery Sherd"
minecraft:hoglin_spawn_egg                        | [item] "Hoglin Spawn Egg"
minecraft:honey_bottle                            | [item] "Honey Bottle"
minecraft:honeycomb                               | [item] "Honeycomb"
minecraft:hopper_minecart                         | [item] "Minecart with Hopper"
minecraft:horse_spawn_egg                         | [item] "Horse Spawn Egg"
minecraft:host_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:host_armor_trim_smithing_template       | [item] "Host Armor Trim"
minecraft:howl_pottery_shard                      | [item] "Howl Pottery Shard"
minecraft:howl_pottery_sherd                      | [item] "Howl Pottery Sherd"
minecraft:husk_spawn_egg                          | [item] "Husk Spawn Egg"
minecraft:ink_sac                                 | [item] "Ink Sac"
minecraft:iron_axe                                | [item] "Iron Axe"
minecraft:iron_boots                              | [item] "Iron Boots"
minecraft:iron_chestplate                         | [item] "Iron Chestplate"
minecraft:iron_golem_spawn_egg                    | [item] "Iron Golem Spawn Egg"
minecraft:iron_helmet                             | [item] "Iron Helmet"
minecraft:iron_hoe                                | [item] "Iron Hoe"
minecraft:iron_horse_armor                        | [item] "Iron Horse Armor"
minecraft:iron_ingot                              | [item] "Iron Ingot"
minecraft:iron_leggings                           | [item] "Iron Leggings"
minecraft:iron_nugget                             | [item] "Iron Nugget"
minecraft:iron_pickaxe                            | [item] "Iron Pickaxe"
minecraft:iron_shovel                             | [item] "Iron Shovel"
minecraft:iron_sword                              | [item] "Iron Sword"
minecraft:item_frame                              | [item] "Item Frame"
minecraft:jungle_boat                             | [item] "Jungle Boat"
minecraft:jungle_chest_boat                       | [item] "Jungle Boat with Chest"
minecraft:knowledge_book                          | [item] "Knowledge Book"
minecraft:lapis_lazuli                            | [item] "Lapis Lazuli"
minecraft:lava_bucket                             | [item] "Lava Bucket"
minecraft:lead                                    | [item] "Lead"
minecraft:leather                                 | [item] "Leather"
minecraft:leather_boots                           | [item] "Leather Boots"
minecraft:leather_chestplate                      | [item] "Leather Tunic"
minecraft:leather_helmet                          | [item] "Leather Cap"
minecraft:leather_horse_armor                     | [item] "Leather Horse Armor"
minecraft:leather_leggings                        | [item] "Leather Pants"
minecraft:light_blue_bundle                       | [item] "Light Blue Bundle"
minecraft:light_blue_dye                          | [item] "Light Blue Dye"
minecraft:light_gray_bundle                       | [item] "Light Gray Bundle"
minecraft:light_gray_dye                          | [item] "Light Gray Dye"
minecraft:lime_bundle                             | [item] "Lime Bundle"
minecraft:lime_dye                                | [item] "Lime Dye"
minecraft:lingering_potion                        | [item] "Lingering Potion"
minecraft:lingering_potion                        | [item] "Awkward Lingering Potion"
minecraft:lingering_potion                        | [item] "Lingering Uncraftable Potion"
minecraft:lingering_potion                        | [item] "Lingering Potion of Fire Resistance"
minecraft:lingering_potion                        | [item] "Lingering Potion of Harming"
minecraft:lingering_potion                        | [item] "Lingering Potion of Healing"
minecraft:lingering_potion                        | [item] "Lingering Potion of Infestation"
minecraft:lingering_potion                        | [item] "Lingering Potion of Invisibility"
minecraft:lingering_potion                        | [item] "Lingering Potion of Leaping"
minecraft:lingering_potion                        | [item] "Lingering Potion of Levitation"
minecraft:lingering_potion                        | [item] "Lingering Potion of Luck"
minecraft:lingering_potion                        | [item] "Mundane Lingering Potion"
minecraft:lingering_potion                        | [item] "Lingering Potion of Night Vision"
minecraft:lingering_potion                        | [item] "Lingering Potion of Oozing"
minecraft:lingering_potion                        | [item] "Lingering Potion of Poison"
minecraft:lingering_potion                        | [item] "Lingering Potion of Regeneration"
minecraft:lingering_potion                        | [item] "Lingering Potion of Slow Falling"
minecraft:lingering_potion                        | [item] "Lingering Potion of Slowness"
minecraft:lingering_potion                        | [item] "Lingering Potion of Strength"
minecraft:lingering_potion                        | [item] "Lingering Potion of Swiftness"
minecraft:lingering_potion                        | [item] "Thick Lingering Potion"
minecraft:lingering_potion                        | [item] "Lingering Potion of the Turtle Master"
minecraft:lingering_potion                        | [item] "Lingering Water Bottle"
minecraft:lingering_potion                        | [item] "Lingering Potion of Water Breathing"
minecraft:lingering_potion                        | [item] "Lingering Potion of Weakness"
minecraft:lingering_potion                        | [item] "Lingering Potion of Weaving"
minecraft:lingering_potion                        | [item] "Lingering Potion of Wind Charging"
minecraft:llama_spawn_egg                         | [item] "Llama Spawn Egg"
minecraft:lodestone_compass                       | [item] "Lodestone Compass"
minecraft:mace                                    | [item] "Mace"
minecraft:magenta_bundle                          | [item] "Magenta Bundle"
minecraft:magenta_dye                             | [item] "Magenta Dye"
minecraft:magma_cream                             | [item] "Magma Cream"
minecraft:magma_cube_spawn_egg                    | [item] "Magma Cube Spawn Egg"
minecraft:mangrove_boat                           | [item] "Mangrove Boat"
minecraft:mangrove_chest_boat                     | [item] "Mangrove Boat with Chest"
minecraft:map                                     | [item] "Empty Map"
minecraft:melon_seeds                             | [item] "Melon Seeds"
minecraft:melon_slice                             | [item] "Melon Slice"
minecraft:milk_bucket                             | [item] "Milk Bucket"
minecraft:minecart                                | [item] "Minecart"
minecraft:miner_pottery_shard                     | [item] "Miner Pottery Shard"
minecraft:miner_pottery_sherd                     | [item] "Miner Pottery Sherd"
minecraft:mojang_banner_pattern                   | [item] "Banner Pattern"
minecraft:mojang_banner_pattern                   | [item] "Thing"
minecraft:mojang_banner_pattern                   | [item] "Thing Banner Pattern"
minecraft:mooshroom_spawn_egg                     | [item] "Mooshroom Spawn Egg"
minecraft:mourner_pottery_shard                   | [item] "Mourner Pottery Shard"
minecraft:mourner_pottery_sherd                   | [item] "Mourner Pottery Sherd"
minecraft:mule_spawn_egg                          | [item] "Mule Spawn Egg"
minecraft:mushroom_stew                           | [item] "Mushroom Stew"
minecraft:music_disc_5                            | [item] "Music Disc"
minecraft:music_disc_5                            | [item] "Samuel Åberg - 5"
minecraft:music_disc_11                           | [item] "Music Disc"
minecraft:music_disc_11                           | [item] "C418 - 11"
minecraft:music_disc_13                           | [item] "Music Disc"
minecraft:music_disc_13                           | [item] "C418 - 13"
minecraft:music_disc_blocks                       | [item] "Music Disc"
minecraft:music_disc_blocks                       | [item] "C418 - blocks"
minecraft:music_disc_cat                          | [item] "Music Disc"
minecraft:music_disc_cat                          | [item] "C418 - cat"
minecraft:music_disc_chirp                        | [item] "Music Disc"
minecraft:music_disc_chirp                        | [item] "C418 - chirp"
minecraft:music_disc_creator                      | [item] "Music Disc"
minecraft:music_disc_creator_music_box            | [item] "Music Disc"
minecraft:music_disc_creator_music_box            | [item] "Lena Raine - Creator (Music Box)"
minecraft:music_disc_creator                      | [item] "Lena Raine - Creator"
minecraft:music_disc_far                          | [item] "Music Disc"
minecraft:music_disc_far                          | [item] "C418 - far"
minecraft:music_disc_mall                         | [item] "Music Disc"
minecraft:music_disc_mall                         | [item] "C418 - mall"
minecraft:music_disc_mellohi                      | [item] "Music Disc"
minecraft:music_disc_mellohi                      | [item] "C418 - mellohi"
minecraft:music_disc_otherside                    | [item] "Music Disc"
minecraft:music_disc_otherside                    | [item] "Lena Raine - otherside"
minecraft:music_disc_pigstep                      | [item] "Music Disc"
minecraft:music_disc_pigstep                      | [item] "Lena Raine - Pigstep"
minecraft:music_disc_precipice                    | [item] "Music Disc"
minecraft:music_disc_precipice                    | [item] "Aaron Cherof - Precipice"
minecraft:music_disc_relic                        | [item] "Music Disc"
minecraft:music_disc_relic                        | [item] "Aaron Cherof - Relic"
minecraft:music_disc_stal                         | [item] "Music Disc"
minecraft:music_disc_stal                         | [item] "C418 - stal"
minecraft:music_disc_strad                        | [item] "Music Disc"
minecraft:music_disc_strad                        | [item] "C418 - strad"
minecraft:music_disc_wait                         | [item] "Music Disc"
minecraft:music_disc_wait                         | [item] "C418 - wait"
minecraft:music_disc_ward                         | [item] "Music Disc"
minecraft:music_disc_ward                         | [item] "C418 - ward"
minecraft:mutton                                  | [item] "Raw Mutton"
minecraft:name_tag                                | [item] "Name Tag"
minecraft:nautilus_shell                          | [item] "Nautilus Shell"
minecraft:nether_brick                            | [item] "Nether Brick"
minecraft:nether_star                             | [item] "Nether Star"
minecraft:nether_wart                             | [item] "Nether Wart"
minecraft:netherite_axe                           | [item] "Netherite Axe"
minecraft:netherite_boots                         | [item] "Netherite Boots"
minecraft:netherite_chestplate                    | [item] "Netherite Chestplate"
minecraft:netherite_helmet                        | [item] "Netherite Helmet"
minecraft:netherite_hoe                           | [item] "Netherite Hoe"
minecraft:netherite_ingot                         | [item] "Netherite Ingot"
minecraft:netherite_leggings                      | [item] "Netherite Leggings"
minecraft:netherite_pickaxe                       | [item] "Netherite Pickaxe"
minecraft:netherite_scrap                         | [item] "Netherite Scrap"
minecraft:netherite_shovel                        | [item] "Netherite Shovel"
minecraft:netherite_sword                         | [item] "Netherite Sword"
minecraft:netherite_upgrade_smithing_template     | [item] "Smithing Template"
minecraft:netherite_upgrade_smithing_template     | [item] "Netherite Upgrade"
minecraft:oak_boat                                | [item] "Oak Boat"
minecraft:oak_chest_boat                          | [item] "Oak Boat with Chest"
minecraft:ocelot_spawn_egg                        | [item] "Ocelot Spawn Egg"
minecraft:ominous_bottle                          | [item] "Ominous Bottle"
minecraft:ominous_trial_key                       | [item] "Ominous Trial Key"
minecraft:orange_bundle                           | [item] "Orange Bundle"
minecraft:orange_dye                              | [item] "Orange Dye"
minecraft:painting                                | [item] "Painting"
minecraft:pale_oak_boat                           | [item] "Pale Oak Boat"
minecraft:pale_oak_chest_boat                     | [item] "Pale Oak Boat with Chest"
minecraft:panda_spawn_egg                         | [item] "Panda Spawn Egg"
minecraft:paper                                   | [item] "Paper"
minecraft:parrot_spawn_egg                        | [item] "Parrot Spawn Egg"
minecraft:phantom_membrane                        | [item] "Phantom Membrane"
minecraft:phantom_spawn_egg                       | [item] "Phantom Spawn Egg"
minecraft:pig_spawn_egg                           | [item] "Pig Spawn Egg"
minecraft:piglin_banner_pattern                   | [item] "Banner Pattern"
minecraft:piglin_banner_pattern                   | [item] "Snout"
minecraft:piglin_banner_pattern                   | [item] "Snout Banner Pattern"
minecraft:piglin_brute_spawn_egg                  | [item] "Piglin Brute Spawn Egg"
minecraft:piglin_spawn_egg                        | [item] "Piglin Spawn Egg"
minecraft:pillager_spawn_egg                      | [item] "Pillager Spawn Egg"
minecraft:pink_bundle                             | [item] "Pink Bundle"
minecraft:pink_dye                                | [item] "Pink Dye"
minecraft:pitcher_plant                           | [item] "Pitcher Plant"
minecraft:pitcher_pod                             | [item] "Pitcher Pod"
minecraft:plenty_pottery_shard                    | [item] "Plenty Pottery Shard"
minecraft:plenty_pottery_sherd                    | [item] "Plenty Pottery Sherd"
minecraft:poisonous_potato                        | [item] "Poisonous Potato"
minecraft:polar_bear_spawn_egg                    | [item] "Polar Bear Spawn Egg"
minecraft:popped_chorus_fruit                     | [item] "Popped Chorus Fruit"
minecraft:porkchop                                | [item] "Raw Porkchop"
minecraft:potato                                  | [item] "Potato"
minecraft:potion                                  | [item] "Potion"
minecraft:potion                                  | [item] "Awkward Potion"
minecraft:potion                                  | [item] "Uncraftable Potion"
minecraft:potion                                  | [item] "Potion of Fire Resistance"
minecraft:potion                                  | [item] "Potion of Harming"
minecraft:potion                                  | [item] "Potion of Healing"
minecraft:potion                                  | [item] "Potion of Infestation"
minecraft:potion                                  | [item] "Potion of Invisibility"
minecraft:potion                                  | [item] "Potion of Leaping"
minecraft:potion                                  | [item] "Potion of Levitation"
minecraft:potion                                  | [item] "Potion of Luck"
minecraft:potion                                  | [item] "Mundane Potion"
minecraft:potion                                  | [item] "Potion of Night Vision"
minecraft:potion                                  | [item] "Potion of Oozing"
minecraft:potion                                  | [item] "Potion of Poison"
minecraft:potion                                  | [item] "Potion of Regeneration"
minecraft:potion                                  | [item] "Potion of Slow Falling"
minecraft:potion                                  | [item] "Potion of Slowness"
minecraft:potion                                  | [item] "Potion of Strength"
minecraft:potion                                  | [item] "Potion of Swiftness"
minecraft:potion                                  | [item] "Thick Potion"
minecraft:potion                                  | [item] "Potion of the Turtle Master"
minecraft:potion                                  | [item] "Water Bottle"
minecraft:potion                                  | [item] "Potion of Water Breathing"
minecraft:potion                                  | [item] "Potion of Weakness"
minecraft:potion                                  | [item] "Potion of Weaving"
minecraft:potion                                  | [item] "Potion of Wind Charging"
minecraft:pottery_shard_archer                    | [item] "Archer Pottery Shard"
minecraft:pottery_shard_arms_up                   | [item] "Arms Up Pottery Shard"
minecraft:pottery_shard_prize                     | [item] "Prize Pottery Shard"
minecraft:pottery_shard_skull                     | [item] "Skull Pottery Shard"
minecraft:powder_snow_bucket                      | [item] "Powder Snow Bucket"
minecraft:prismarine_crystals                     | [item] "Prismarine Crystals"
minecraft:prismarine_shard                        | [item] "Prismarine Shard"
minecraft:prize_pottery_shard                     | [item] "Prize Pottery Shard"
minecraft:prize_pottery_sherd                     | [item] "Prize Pottery Sherd"
minecraft:pufferfish                              | [item] "Pufferfish"
minecraft:pufferfish_bucket                       | [item] "Bucket of Pufferfish"
minecraft:pufferfish_spawn_egg                    | [item] "Pufferfish Spawn Egg"
minecraft:pumpkin_pie                             | [item] "Pumpkin Pie"
minecraft:pumpkin_seeds                           | [item] "Pumpkin Seeds"
minecraft:purple_bundle                           | [item] "Purple Bundle"
minecraft:purple_dye                              | [item] "Purple Dye"
minecraft:quartz                                  | [item] "Nether Quartz"
minecraft:rabbit                                  | [item] "Raw Rabbit"
minecraft:rabbit_foot                             | [item] "Rabbit's Foot"
minecraft:rabbit_hide                             | [item] "Rabbit Hide"
minecraft:rabbit_spawn_egg                        | [item] "Rabbit Spawn Egg"
minecraft:rabbit_stew                             | [item] "Rabbit Stew"
minecraft:raiser_armor_trim_smithing_template     | [item] "Smithing Template"
minecraft:raiser_armor_trim_smithing_template     | [item] "Raiser Armor Trim"
minecraft:ravager_spawn_egg                       | [item] "Ravager Spawn Egg"
minecraft:raw_copper                              | [item] "Raw Copper"
minecraft:raw_gold                                | [item] "Raw Gold"
minecraft:raw_iron                                | [item] "Raw Iron"
minecraft:recovery_compass                        | [item] "Recovery Compass"
minecraft:red_bundle                              | [item] "Red Bundle"
minecraft:red_dye                                 | [item] "Red Dye"
minecraft:redstone                                | [item] "Redstone Dust"
minecraft:resin_brick                             | [item] "Resin Brick"
minecraft:resin_clump                             | [item] "Resin Clump"
minecraft:rib_armor_trim_smithing_template        | [item] "Smithing Template"
minecraft:rib_armor_trim_smithing_template        | [item] "Rib Armor Trim"
minecraft:rotten_flesh                            | [item] "Rotten Flesh"
minecraft:saddle                                  | [item] "Saddle"
minecraft:salmon                                  | [item] "Raw Salmon"
minecraft:salmon_bucket                           | [item] "Bucket of Salmon"
minecraft:salmon_spawn_egg                        | [item] "Salmon Spawn Egg"
minecraft:scrape_pottery_sherd                    | [item] "Scrape Pottery Sherd"
minecraft:scute                                   | [item] "Scute"
minecraft:sentry_armor_trim_smithing_template     | [item] "Smithing Template"
minecraft:sentry_armor_trim_smithing_template     | [item] "Sentry Armor Trim"
minecraft:shaper_armor_trim_smithing_template     | [item] "Smithing Template"
minecraft:shaper_armor_trim_smithing_template     | [item] "Shaper Armor Trim"
minecraft:sheaf_pottery_shard                     | [item] "Sheaf Pottery Shard"
minecraft:sheaf_pottery_sherd                     | [item] "Sheaf Pottery Sherd"
minecraft:shears                                  | [item] "Shears"
minecraft:sheep_spawn_egg                         | [item] "Sheep Spawn Egg"
minecraft:shelter_pottery_shard                   | [item] "Shelter Pottery Shard"
minecraft:shelter_pottery_sherd                   | [item] "Shelter Pottery Sherd"
minecraft:shield                                  | [item] "Shield"
minecraft:shield                                  | [item] "Black Shield"
minecraft:shield                                  | [item] "Blue Shield"
minecraft:shield                                  | [item] "Brown Shield"
minecraft:shield                                  | [item] "Cyan Shield"
minecraft:shield                                  | [item] "Gray Shield"
minecraft:shield                                  | [item] "Green Shield"
minecraft:shield                                  | [item] "Light Blue Shield"
minecraft:shield                                  | [item] "Light Gray Shield"
minecraft:shield                                  | [item] "Lime Shield"
minecraft:shield                                  | [item] "Magenta Shield"
minecraft:shield                                  | [item] "Orange Shield"
minecraft:shield                                  | [item] "Pink Shield"
minecraft:shield                                  | [item] "Purple Shield"
minecraft:shield                                  | [item] "Red Shield"
minecraft:shield                                  | [item] "White Shield"
minecraft:shield                                  | [item] "Yellow Shield"
minecraft:shulker_shell                           | [item] "Shulker Shell"
minecraft:shulker_spawn_egg                       | [item] "Shulker Spawn Egg"
minecraft:sign                                    | [item] "Sign"
minecraft:silence_armor_trim_smithing_template    | [item] "Smithing Template"
minecraft:silence_armor_trim_smithing_template    | [item] "Silence Armor Trim"
minecraft:silverfish_spawn_egg                    | [item] "Silverfish Spawn Egg"
minecraft:skeleton_horse_spawn_egg                | [item] "Skeleton Horse Spawn Egg"
minecraft:skeleton_spawn_egg                      | [item] "Skeleton Spawn Egg"
minecraft:skull_banner_pattern                    | [item] "Banner Pattern"
minecraft:skull_banner_pattern                    | [item] "Skull Charge"
minecraft:skull_banner_pattern                    | [item] "Skull Charge Banner Pattern"
minecraft:skull_pottery_shard                     | [item] "Skull Pottery Shard"
minecraft:skull_pottery_sherd                     | [item] "Skull Pottery Sherd"
minecraft:slime_ball                              | [item] "Slimeball"
minecraft:slime_spawn_egg                         | [item] "Slime Spawn Egg"
minecraft:smithing_template                       | [item] "Smithing Template"
minecraft:smithing_template                       | [item] "Applies to:"
minecraft:smithing_template                       | [item] "Add ingot or crystal"
minecraft:smithing_template                       | [item] "Armor"
minecraft:smithing_template                       | [item] "Add a piece of armor"
minecraft:smithing_template                       | [item] "Ingots & Crystals"
minecraft:smithing_template                       | [item] "Ingredients:"
minecraft:smithing_template                       | [item] "Add Netherite Ingot"
minecraft:smithing_template                       | [item] "Diamond Equipment"
minecraft:smithing_template                       | [item] "Add diamond armor, weapon, or tool"
minecraft:smithing_template                       | [item] "Netherite Ingot"
minecraft:smithing_template                       | [item] "Upgrade: "
minecraft:sniffer_spawn_egg                       | [item] "Sniffer Spawn Egg"
minecraft:snort_pottery_shard                     | [item] "Snort Pottery Shard"
minecraft:snort_pottery_sherd                     | [item] "Snort Pottery Sherd"
minecraft:snout_armor_trim_smithing_template      | [item] "Smithing Template"
minecraft:snout_armor_trim_smithing_template      | [item] "Snout Armor Trim"
minecraft:snow_golem_spawn_egg                    | [item] "Snow Golem Spawn Egg"
minecraft:snowball                                | [item] "Snowball"
minecraft:spectral_arrow                          | [item] "Spectral Arrow"
minecraft:spider_eye                              | [item] "Spider Eye"
minecraft:spider_spawn_egg                        | [item] "Spider Spawn Egg"
minecraft:spire_armor_trim_smithing_template      | [item] "Smithing Template"
minecraft:spire_armor_trim_smithing_template      | [item] "Spire Armor Trim"
minecraft:splash_potion                           | [item] "Splash Potion"
minecraft:splash_potion                           | [item] "Awkward Splash Potion"
minecraft:splash_potion                           | [item] "Splash Uncraftable Potion"
